cue,tar,corrAns,targOrientation,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,pracText1.started,pracText1.stopped,practInst2.started,practInst2.stopped,fixFuration,image.started,image.stopped,cues.started,cues.stopped,target.started,target.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,fixationshort.started,fixationshort.stopped,text.started,text.stopped,mainInst.started,mainInst.stopped,instResp.keys,instResp.rt,instResp.started,instResp.stopped,rest.started,rest.stopped,participant,session,date,expName,psychopyVersion,frameRate,
stim/centre.png,stim/incongRight.png,right,0,,,,,0,0,0,0,0,42,42,26,,,,,0.45,164.24505720002344,None,164.69824990001507,164.8105928999721,165.1936010000063,None,right,1,0.5324688000255264,165.1936010000063,None,164.69824990001507,165.21012190001784,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/both.png,stim/incongLeft.png,right,180,,,,,0,0,0,0,0,43,43,21,,,,,0.55,165.74559820001014,None,166.31433510000352,166.42586860002484,166.80926379997982,None,right,1,0.589229199977126,166.80926379997982,None,166.31433510000352,166.82573819998652,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/both.png,stim/incongRight.png,left,180,,,,,0,0,0,0,0,44,44,29,,,,,0.5,167.4249765999848,None,167.92882510001073,168.04157579998719,168.42425649997313,None,left,1,0.5459286000113934,168.42425649997313,None,167.92882510001073,168.44073490001028,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/lower.png,stim/incongRight.png,left,180,,,,,0,0,0,0,0,45,45,28,,,,,0.4,168.99028149998048,None,169.39510710001923,169.50660620001145,169.88989699998638,None,left,1,0.4368129999493249,169.88989699998638,None,169.39510710001923,169.90653059998294,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/both.png,stim/neutralLeft.png,left,0,,,,,0,0,0,0,0,46,46,33,,,,,0.5,170.35587949998444,None,170.85700780001935,170.9721555999713,171.35526889999164,None,left,1,0.4648927999660373,171.35526889999164,None,170.85700780001935,171.37177869997686,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/lower.png,stim/congLeft.png,right,180,,,,,0,0,0,0,0,47,47,4,,,,,0.4,171.83798449998721,None,172.242350000015,172.35437529999763,172.7376985999872,None,right,1,0.46022179996361956,172.7376985999872,None,172.242350000015,172.75423750001937,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/blank.png,stim/incongRight.png,right,0,,,,,0,0,0,0,1,0,48,27,,,,,0.55,173.22076170000946,None,173.775357800012,173.88624820002588,174.26929490000475,None,right,1,0.5263155000284314,174.26929490000475,None,173.775357800012,174.28568309999537,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/both.png,stim/incongRight.png,left,180,,,,,0,0,0,0,1,1,49,29,,,,,0.4,174.81890419998672,None,175.2235037999926,175.33543580002151,175.71871569997165,None,right,0,0.4226168000022881,175.71871569997165,None,175.2235037999926,175.73490250000032,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/both.png,stim/neutralLeft.png,left,0,,,,,0,0,0,0,1,2,50,33,,,,,0.4,176.1678517999826,None,176.57240389997605,176.68406190001406,177.06730619998416,None,left,1,0.20676249999087304,177.06730619998416,None,176.57240389997605,177.0838575999951,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
stim/lower.png,stim/neutralLeft.png,right,180,,,,,0,0,0,0,1,3,51,36,,,,,0.55,177.2998214000254,None,177.8545769000193,177.96622910001315,178.349565099983,None,right,1,0.12394229997880757,178.349565099983,None,177.8545769000193,178.36605700000655,,,,,,,,,,,mdm0923,001,2020_Jul_09_1554,ANT,2020.1.3,60.14614310501687,
